drug,disease
"[15791, 14407]",29182
"[15791, 14407]",32231
"[14721, 14328, 14385, 14475]",33593
"[14561, 14969, 15781, 14399]",35766
"[14792, 14643]",35612
"[14560, 14561, 14834, 17124, 20589]",33609
"[14740, 14065]",35970
"[14944, 14605, 14276]",36035
"[15126, 21293]",28780
"[15761, 14238, 14995]",37766
"[15477, 14297, 21192]",29664
"[15027, 21714]",35612
"[14190, 20784]",36578
"[14950, 14426]",36924
"[14155, 19566]",33688
"[15104, 14249]",33575
"[15104, 14249]",33593
"[17434, 14153, 17435, 14978, 21262, 14677]",29229
"[16588, 14961]",36691
"[19566, 19603]",35612
"[20238, 14229, 14819]",37583
"[20238, 14229, 14819]",32619
"[14559, 18808]",29614
"[15822, 19606]",35612
"[14678, 14320]",29078
"[14991, 20662]",28780
"[15292, 15587]",35638
"[15292, 15587]",36075
"[14061, 14260]",36075
"[14561, 20503]",38281
"[14561, 20503]",94798
"[14561, 20503]",33575
"[14561, 20503]",37903
"[14561, 20503]",36035
"[14561, 20503]",29614
"[15456, 20569]",35873
"[15852, 17832, 14278, 19995]",83790
"[14065, 17594]",36015
"[14065, 17594]",36954
"[14065, 17594]",37161
"[14215, 14275]",35612
"[14030, 14273]",33348
"[14287, 21618]",35612
"[14287, 21618]",35638
"[14215, 14306]",33575
"[14215, 14306]",36035
"[14215, 14259]",33575
"[14215, 14259]",36035
"[14987, 14376]",35786
"[14987, 14376]",33188
"[14131, 20574]",39817
"[14131, 20574]",33658
"[14131, 20574]",37718
"[16226, 16229]",30654
"[16226, 16229]",35982
"[16226, 16229]",35651
"[16226, 16229]",29078
"[14215, 14303]",33575
"[14215, 14303]",36035
"[17832, 14215]",33575
"[17832, 14215]",36035
"[19628, 20092]",35471
"[14792, 14739]",31477
"[14739, 15693]",35612
"[14739, 15693]",35638
"[14186, 14792, 15861]",31477
"[17347, 14820, 14520]",35543
"[14334, 20265]",36954
"[14334, 20265]",35831
"[14334, 20265]",36283
"[14334, 20265]",35974
"[14334, 20265]",36334
"[14678, 14275]",36691
"[14922, 16852]",36088
"[14678, 14132]",35638
"[14628, 14764, 15242]",35612
"[14155, 15982, 14792]",35612
"[14678, 14132]",36035
"[16972, 15242]",35612
"[14656, 18377]",36015
"[14656, 18377]",36199
"[14656, 18377]",38102
"[14186, 15585]",31477
"[14165, 14215]",33575
"[14165, 14215]",36035
"[14155, 14945, 15413]",35612
"[14783, 14154, 14990]",36075
"[14372, 15027]",33688
"[14231, 14275]",35612
"[14275, 19566]",35612
"[14186, 18583]",35612
"[14792, 15579]",35612
"[15912, 18028, 15324]",36634
"[14428, 20269]",37805
"[14736, 14231]",35612
"[14736, 14231]",35762
"[17832, 14359, 14739, 15693]",35612
"[17832, 14359, 14739, 15693]",35762
"[17832, 14359, 14739, 15693]",35638
"[14955, 20673]",35612
"[14155, 20673]",35612
"[14186, 14736, 14510]",35612
"[16588, 14788]",33658
"[16588, 14788]",33695
"[15033, 15670, 15671]",35612
"[15105, 14816]",29229
"[15105, 14816]",83830
"[15126, 18277]",27248
"[15126, 18277]",28780
"[15126, 18277]",28313
"[15126, 18277]",83903
"[14645, 14792]",36691
"[16510, 14765, 19614]",84263
"[14135, 14320]",36147
"[14135, 14320]",35953
"[14135, 14320]",33658
"[14135, 14320]",30494
"[15876, 14154]",37785
"[15126, 20368]",28780
"[14174, 18028]",33045
"[14275, 19886]",28465
"[14275, 19886]",31107
"[14275, 19886]",35982
"[14359, 14739, 15693]",35612
"[14155, 18959]",33688
"[17360, 15804, 14954, 14738, 16972]",38911
"[15461, 21762]",35612
"[14275, 15377]",33688
"[16588, 14178]",35612
"[15116, 14968]",94658
"[16220, 14758]",31596
"[14912, 16183, 15338]",35612
"[14560, 14054]",35761
"[14560, 14054]",35565
"[14560, 14054]",29614
"[15781, 14321]",28547
"[14154, 14830]",35828
"[14186, 19665]",35612
"[14262, 15321]",35638
"[14262, 15321]",36075
"[18583, 16266]",31883
"[18583, 16266]",27913
"[14940, 14309, 15246]",39501
"[16588, 14186]",35612
"[14275, 15002]",36691
"[14019, 14751]",28478
"[14019, 14751]",35638
"[21074, 21713]",35612
"[14128, 14877, 15443]",35543
"[14678, 14729]",94658
"[14937, 14780, 14713]",28465
"[15459, 15587]",36075
"[14253, 14520]",36113
"[20336, 14739]",35786
"[15479, 14034]",33675
"[14793, 21517]",35612
"[14945, 14426]",36634
"[14128, 19562, 14761]",35612
"[14128, 14054, 18583]",83790
"[14128, 14054, 18583]",33609
"[14128, 14054, 18583]",29078
"[14054, 14940, 14237, 14643]",37845
"[20336, 15586, 18309]",32214
"[14347, 19665]",35612
"[14945, 21762]",35612
"[14194, 15805]",35612
"[20215, 14072]",38281
"[20215, 14072]",35612
"[20215, 14072]",37805
"[20215, 14072]",35638
"[20215, 14072]",84051
"[14054, 14245, 14761]",35612
"[15769, 14317]",33609
"[16230, 19604, 14411, 15748]",35612
"[18192, 21628]",35612
"[14186, 20336]",35612
"[14785, 14219]",35638
"[14785, 14219]",36075
"[14678, 15413, 14792]",35612
"[16588, 14303]",36286
"[16588, 14303]",36138
"[16588, 14303]",36242
"[16588, 14303]",36035
"[16588, 14303]",38040
"[19886, 19491]",33635
"[16588, 19696]",35612
"[14780, 18675]",30654
"[15771, 20336, 14279, 20359]",35612
"[15473, 15914, 14309]",35985
"[15473, 15914, 14309]",97553
"[14782, 14128, 14833, 14130, 14678, 14052, 14054, 15179]",95075
"[14782, 14128, 14833, 14130, 14678, 14052, 14054, 15179]",33632
"[14782, 14128, 14833, 14130, 14678, 14052, 14054, 15179]",35762
"[14782, 14128, 14833, 14130, 14678, 14052, 14054, 15179]",38205
"[19628, 14656]",38281
"[19628, 14656]",32033
"[15101, 14274]",35612
"[14944, 14984, 14301]",33677
"[39895, 14713, 14864]",35612
"[14961, 15861]",33658
"[14678, 14168, 14202, 14965, 14308]",36035
"[15271, 15429, 14186, 15107, 14641, 14275, 14792]",35612
"[14128, 20306]",35761
"[14128, 20306]",84075
"[14792, 19566]",35612
"[20351, 14798, 20272, 21596]",36954
"[20351, 14798, 20272, 21596]",36113
"[20351, 14798, 20272, 21596]",36322
"[20351, 14798, 20272, 21596]",35974
"[20351, 14798, 20272, 21596]",36334
"[20351, 14798, 20272, 21596]",35552
"[20351, 14798, 20272, 21596]",37128
"[20351, 14798, 20272, 21596]",37844
"[16588, 19696]",33575
"[20262, 14797, 20272]",37830
"[20262, 14797, 20272]",36322
"[20262, 14797, 20272]",35974
"[20262, 14797, 20272]",36334
"[20262, 14797, 20272]",35552
"[20262, 14797, 20272]",37128
"[20262, 14797, 20272]",37844
"[14275, 17127]",35612
"[14538, 14275]",36578
"[15101, 15137, 14399]",84211
"[15914, 14320]",35854
"[15914, 14320]",35638
"[14645, 14130]",37765
"[14645, 14130]",36242
"[14645, 14130]",36241
"[15468, 14107]",83976
"[14128, 14313]",36578
"[15413, 14181, 14206, 14975, 14682, 14713]",36634
"[15077, 18959, 15206]",30654
"[15413, 14472]",36512
"[14338, 14413]",35471
"[14561, 20589]",33609
"[14706, 14678, 14132]",33598
"[15271, 14186, 14954, 14604, 14793]",35612
"[14154, 14238]",37768
"[14334, 20404]",33670
"[14054, 15477]",33658
"[14144, 14072]",29446
"[14144, 14072]",33593
"[14130, 17558, 14709]",36138
"[15092, 14562]",33688
"[15866, 14945]",36634
"[16588, 15550]",35612
"[15413, 14719]",31756
"[16991, 16419]",83919
"[16991, 16419]",30998
"[16991, 16419]",84122
"[16991, 16419]",38011
"[16991, 16419]",35462
"[16991, 16419]",31176
"[14275, 19309]",35612
"[14792, 15002]",35612
"[14187, 14206]",33688
"[15781, 16512]",36325
"[15270, 14718]",95488
"[19603, 19604, 19614]",35612
"[14132, 14949, 14980, 14320, 14520]",33703
"[14132, 14949, 14980, 14320, 14520]",39828
"[15481, 15027]",35686
"[17374, 14190]",28849
"[14275, 18397]",35612
"[14944, 14298]",35953
"[14944, 14298]",33610
"[14678, 18179]",35612
"[17108, 15413, 15450, 14792]",36766
"[19207, 17276, 19208]",38035
"[15101, 14275]",35612
"[16281, 18121]",33688
"[14034, 15579]",35552
"[16588, 14656]",28208
"[16588, 14656]",33594
"[16588, 14656]",33658
"[16588, 14656]",35584
"[16588, 14656]",29113
"[14018, 16067]",33675
"[14018, 16067]",37617
"[14783, 14154]",36075
"[20962, 19245]",33675
"[20410, 20272]",35840
"[20410, 20272]",35749
"[20410, 20272]",35759
"[20410, 20272]",35553
"[19566, 20784]",39161
"[14190, 14780]",28849
"[14935, 15030]",35543
"[15179, 14739]",28668
"[14237, 14980, 17999]",36199
"[15315, 21909]",33653
"[14287, 14990, 20306]",83897
"[14287, 14990, 20306]",37766
"[14952, 14780]",28465
"[14134, 16588]",31107
"[14313, 15242]",29863
"[14861, 15246]",37785
"[14155, 14190]",36578
"[15073, 14231]",28849
"[14944, 14691, 14276]",36432
"[14944, 14691, 14276]",33575
"[14944, 14691, 14276]",36035
"[14944, 14691, 14276]",33598
"[14739, 15693]",35840
"[14215, 15020, 21579]",35612
"[16063, 14244]",32033
"[14186, 14190, 14309]",35612
"[14177, 14447]",36661
"[14185, 20204]",35612
"[19604, 15689]",35612
"[15456, 14275]",33316
"[14275, 14643]",35612
"[14281, 14072]",35543
"[14207, 18808]",35982
"[15876, 14755]",37785
"[14206, 14793]",35612
"[15456, 14606]",84072
"[14537, 14359]",35953
"[19723, 19724]",35953
"[19723, 19724]",28208
"[19723, 19724]",83764
"[18755, 14607, 14990]",35916
"[14726, 19628]",35762
"[15781, 15320]",37768
"[14645, 14130, 15092]",31116
"[14961, 14229]",36512
"[20262, 20404]",37752
"[20262, 20404]",37574
"[14961, 15237]",36512
"[16061, 15111, 14963, 16063, 14244, 14245, 15246]",38024
"[14154, 14990]",37766
"[14190, 14194]",31107
"[20336, 15237]",35786
"[20249, 15242]",84009
"[14969, 15019]",35766
"[14190, 14347]",28849
"[16061, 18583]",33567
"[16061, 18583]",36088
"[16061, 18583]",98202
"[16061, 18583]",28206
"[14320, 15012]",35953
"[14320, 15012]",94844
"[14054, 20662]",33316
"[14828, 15094]",94658
"[15849, 17435]",29229
"[15244, 19288]",37768
"[17351, 15008, 17355, 14708]",35612
"[17351, 15008, 17355, 14708]",36691
"[16842, 15455]",94658
"[16842, 15455]",28547
"[16672, 21293]",28780
"[14506, 14298]",33658
"[14935, 14250, 14992, 21615]",83929
"[16588, 14222]",28208
"[14150, 14176, 14061, 15116]",36075
"[14605, 14984, 16693, 15220]",36035
"[20456, 20421]",35584
"[15881, 15023]",33680
"[15881, 15023]",31596
"[14792, 14793, 15355]",35612
"[15413, 14186, 14190, 15315, 14791, 14792, 14793]",35612
"[14706, 20274]",94789
"[16589, 16590, 16592, 14717, 20169, 16595]",37786
"[15912, 15821]",35909
"[15912, 15821]",36187
"[15912, 15821]",36035
"[14207, 18959]",33635
"[14813, 14135, 14961, 14306]",35612
"[16281, 14975]",37805
"[14161, 14447]",36063
"[14161, 14447]",35641
"[15073, 15082, 14176, 15116, 14299, 15148, 15360]",27933
"[15073, 15082, 14176, 15116, 14299, 15148, 15360]",94658
"[14792, 14794]",35612
"[14299, 17277]",27933
"[17583, 14600, 14194]",29078
"[14792, 14793, 16517]",35612
"[14186, 14373]",35612
"[14190, 14758, 14792, 17715]",35612
"[14964, 16690]",36286
"[14600, 15355]",35612
"[14207, 15018]",29194
"[14504, 15092, 14178, 15107, 20274, 15315, 14792, 14793]",35612
"[17558, 14299]",27933
"[17558, 14299]",94658
"[15770, 14306]",33575
"[15082, 15087, 15113, 15126, 17174, 14299, 15211]",33593
"[14758, 14612]",35612
"[14155, 14275, 14792, 15000, 16373, 21130]",35612
"[14792, 14612]",35612
"[14219, 14238, 14287]",36075
"[14219, 14238, 14287]",29078
"[16226, 15012]",35650
"[14785, 14786, 15781]",35766
"[15101, 14600, 14242, 15781]",35638
"[14159, 14272, 15479, 14034, 15254]",35553
"[15420, 14785, 15144, 14994, 14546, 17197]",28374
"[14645, 14154, 15179]",33703
"[14645, 14154, 15179]",94658
"[14645, 14154, 15179]",36138
"[14645, 14154, 15179]",35638
"[14645, 14154, 15179]",83917
"[14645, 14154, 15179]",36075
"[14645, 14154, 15179]",35664
"[14792, 14793, 17040]",35612
"[14190, 14231, 17040]",35612
"[14737, 15523]",33688
"[15126, 14297]",28780
"[14186, 17040]",35612
"[14177, 20175]",38215
"[14177, 20175]",37768
"[14168, 14965, 15960]",35761
"[14128, 14783, 14154, 14990]",83897
"[14940, 14237]",84166
"[15141, 17903]",28208
"[15141, 17903]",38928
"[15141, 17903]",33593
"[15141, 17903]",36325
"[15906, 14506]",37659
"[15906, 14506]",37786
"[15906, 14506]",83824
"[15083, 15360]",94658
"[14231, 14758]",35612
"[14559, 14032]",36644
"[15877, 17037]",35754
"[14784, 14320]",37617
"[18695, 15906, 14969, 15781]",35766
"[14215, 16783]",37659
"[14215, 16783]",36035
"[15609, 20246]",36035
"[20405, 20526]",35543
"[16741, 14980]",39828
"[15413, 15149]",35612
"[19324, 16036]",37722
"[14605, 14402]",33678
"[14770, 14146, 16550, 15790, 15019, 20757]",35766
"[14537, 14142, 14200]",37659
"[14559, 14719]",31756
"[14135, 14961, 14297, 14987]",33658
"[15074, 15094]",27921
"[15074, 15094]",94658
"[15074, 15094]",28391
"[15074, 15094]",33593
"[15130, 15566]",37805
"[14207, 14794]",35612
"[17237, 14292]",35553
"[16468, 15143, 14373]",35966
"[15130, 15021]",37805
"[14194, 15176]",36147
"[14194, 15176]",29078
"[14817, 17991, 17992]",36691
"[20472, 20395, 20254]",33677
"[14229, 18912, 15218]",35612
"[15002, 17992]",35612
"[14176, 14977]",33664
"[15078, 14709]",29107
"[14695, 14127, 15584]",32847
"[20203, 20418]",35831
"[14802, 15176]",35612
"[14132, 14359]",36940
"[14975, 18181, 15599]",35612
"[14937, 15433, 14541, 14971, 14974, 14996]",31395
"[17124, 16256]",35765
"[17903, 15555]",33593
"[17903, 15555]",30035
"[14153, 15101]",35612
"[14153, 15101]",35638
"[14785, 15462]",33575
"[17832, 15878, 17833]",35749
"[14817, 16321]",36691
"[15413, 14186]",35612
"[20336, 17210]",35612
"[14207, 15230]",35612
"[15077, 15612]",35612
"[15413, 15536, 17991, 17992]",35612
"[15413, 15536, 17991, 17992]",37805
"[14706, 14130, 15774]",36075
"[14975, 18849]",94844
"[16511, 16512]",28869
"[16511, 16512]",36325
"[14150, 16846, 16851]",36075
"[16582, 14605]",36035
"[14596, 14897, 14061, 14899, 14900, 14901, 14902, 15320]",37768
"[14263, 18868]",37617
"[14968, 14447]",28391
"[15456, 15338]",35543
"[15456, 15338]",39420
"[14249, 14266]",36046
"[14794, 18959]",35982
"[17351, 14793]",35612
"[17216, 15331]",83764
"[15306, 14219, 17218]",35638
"[15306, 14219, 17218]",36075
"[15088, 14287]",36075
"[14975, 14262]",35761
"[14961, 14215]",36035
"[15468, 18372]",35823
"[15270, 16036, 21715]",35638
"[15270, 16036, 21715]",35553
"[15014, 15609]",38437
"[15818, 17034]",28780
"[14020, 15166]",95295
"[14020, 15166]",28478
"[14020, 15166]",35638
"[14021, 14229, 14434]",33636
"[18870, 14359]",33575
"[18870, 14359]",33593
"[14981, 14314]",36075
"[14275, 18181]",35612
"[15818, 15029]",28780
"[15818, 15029]",29229
"[17583, 17584, 14232, 17239]",36091
"[17583, 17584, 14232, 17239]",32702
"[17583, 17584, 14232, 17239]",37888
"[17040, 14449]",35612
"[15855, 15580]",36679
"[15855, 15580]",36075
"[14559, 14560, 14561, 17728]",38752
"[15078, 15774]",36075
"[14287, 14607]",35638
"[14287, 14607]",36075
"[16588, 15501, 17903]",33575
"[14187, 14674]",35612
"[14061, 16221]",36147
"[14061, 16221]",35823
"[14061, 16221]",83790
"[14061, 16221]",36075
"[14061, 16221]",36048
"[15126, 19568]",37573
"[15078, 14287]",36138
"[15078, 14287]",33609
"[15078, 14287]",36075
"[17236, 16852]",36091
"[17236, 16852]",35916
"[14678, 14872]",94658
"[15450, 20611]",36448
"[14774, 14620]",35766
"[15433, 15108, 14305, 14996]",31395
"[15433, 17214]",33249
"[15433, 17214]",37044
"[15433, 17214]",31395
"[14135, 14960, 14297]",29173
"[15077, 14320, 14467]",30494
"[14656, 16208]",35854
"[14656, 16208]",28780
"[14656, 16208]",35641
"[14656, 16208]",33593
"[14656, 16208]",28313
"[14656, 16208]",30035
"[14275, 17954]",35612
"[14231, 16517]",35612
"[14836, 14200, 14369, 21151]",35761
"[20458, 14306]",35953
"[14238, 15813]",35612
"[14238, 15813]",28780
"[14238, 15813]",36075
"[14192, 14294]",35641
"[15078, 14204]",35638
"[15078, 14204]",36075
"[15078, 14154]",36138
"[14061, 14238, 15781, 14643]",35638
"[15082, 16016]",27933
"[15781, 16550]",35761
"[15781, 16550]",36187
"[15856, 14981]",36075
"[14706, 14130, 14132, 15774]",39261
"[14190, 20274, 15002]",28849
"[16276, 14545]",33703
"[15769, 16209, 14605, 15836, 15609]",36035
"[20249, 14545, 15504]",33703
"[20249, 14545, 15504]",35543
"[14629, 15544]",83976
"[16672, 15771, 14250, 15324]",28780
"[14944, 16570]",28780
"[15433, 14292, 15011]",84211
"[18756, 14979, 15129]",28780
"[16589, 16595]",33598
"[14281, 14297, 14987, 14300, 14992]",35543
"[14229, 15520, 17321]",29361
"[14229, 15520, 17321]",33188
"[15804, 15413, 14780, 19217]",35612
"[15291, 16842, 15138, 15333]",28547
"[15077, 14028, 14269, 14320]",37718
"[14850, 19198]",33609
"[14850, 19198]",36075
"[14850, 19198]",29078
"[15425, 14235, 14072, 16375]",28780
"[15425, 14235, 14072, 16375]",39227
"[15425, 14235, 14072, 16375]",31245
"[15425, 14235, 14072, 16375]",37722
"[15425, 14235, 14072, 16375]",28547
"[15078, 15101]",36138
"[15078, 15101]",33609
"[15078, 15101]",36075
"[15078, 15101]",29078
"[16510, 14206]",33653
"[19324, 15366]",84168
"[14128, 14645, 14131, 15786, 14362]",28714
"[15087, 15101]",94658
"[15087, 15101]",36075
"[14785, 14729, 14230, 14702, 15316, 14291, 14995]",97502
"[15856, 14238, 14314, 15199, 15879, 17508]",36075
"[14541, 14583]",35759
"[15291, 16842, 15856]",27921
"[15291, 16842, 15856]",94658
"[15291, 16842, 15856]",28547
"[15291, 16842, 15856]",38121
"[15291, 16842, 15856]",28313
"[14072, 21939]",35953
"[14072, 21939]",33575
"[14072, 21939]",35457
"[14072, 21939]",33593
"[14787, 15272, 14277, 14997, 15009, 20905]",35612
"[14937, 14158, 14242]",35612
"[15774, 14669]",36260
"[16203, 14360, 14630]",33658
"[16203, 14360, 14630]",37659
"[16203, 14360, 14630]",83824
"[14187, 17954]",35612
"[14184, 17494]",31864
"[14736, 21685]",35612
"[16285, 17112]",28478
"[16285, 17112]",35612
"[16285, 17112]",35638
"[15074, 15082, 15116, 14299, 15148]",94658
"[16672, 15856, 15121, 14973, 14975, 15483]",27248
"[16672, 15856, 15121, 14973, 14975, 15483]",27530
"[16672, 15856, 15121, 14973, 14975, 15483]",35846
"[14023, 14030]",29689
"[14023, 14030]",36147
"[14969, 15610]",35953
"[14969, 15610]",33678
"[14969, 15610]",37659
"[14969, 15610]",36035
"[14969, 15610]",37718
"[14969, 15610]",39798
"[14969, 15610]",94844
"[14969, 15610]",35766
"[14954, 17128]",35612
"[14506, 15786]",35761
"[14506, 15786]",37573
"[14506, 15786]",28208
"[14506, 15786]",33658
"[14506, 15786]",33489
"[14506, 15786]",38928
"[14506, 15786]",33593
"[14219, 14063]",35638
"[14219, 14063]",36075
"[14772, 14375]",37743
"[15770, 17903]",33575
"[14303, 17903]",33575
"[15078, 14287]",35638
"[15616, 15713]",83976
"[16588, 14297, 14347]",29446
"[15072, 14662, 15028]",37743
"[14186, 15025]",35612
"[14694, 14275]",35612
"[17229, 14020]",36091
"[17229, 14020]",37811
"[14020, 14263, 15479, 15579]",35553
"[15889, 14184, 14254, 14296, 15536]",37805
"[14306, 15847]",33575
"[17605, 14878]",35612
"[17124, 15179]",35761
"[17124, 15179]",83848
"[17124, 15179]",36694
"[14975, 15176, 14412, 15659]",35612
"[14277, 15187]",36691
"[15413, 15563]",36512
"[15480, 15159]",27921
"[16226, 16740, 15363]",30654
"[16226, 16740, 15363]",35982
"[15818, 14610, 15199]",36075
"[14911, 19245, 15653]",83790
"[14911, 19245, 15653]",83802
"[15829, 14661]",37722
"[19611, 15354, 15206]",30494
"[15295, 14691]",36035
"[14162, 15836]",37659
"[14162, 15836]",36035
"[14162, 15836]",83824
"[14219, 15316]",35638
"[14219, 15316]",36048
"[14219, 15316]",36075
"[14030, 17779]",94658
"[14030, 17779]",27859
"[15080, 15483]",84211
"[16036, 20293]",36414
"[14160, 14275]",35612
"[14038, 15229]",33675
"[14038, 15229]",37617
"[15206, 15597]",35612
"[14940, 14219]",36075
"[14559, 14034]",36088
"[14559, 14034]",35828
"[14559, 14034]",33675
"[15363, 19284]",35612
"[14405, 14449]",35612
"[16510, 14668]",35612
"[15861, 21381]",35764
"[14706, 17558]",35641
"[15912, 15913, 16588]",30669
"[15912, 15913, 16588]",32149
"[15774, 14232]",36091
"[15101, 15104]",36075
"[14219, 17218]",35638
"[14219, 17218]",36075
"[14287, 14990]",37762
"[14736, 14190, 20274, 19603]",35612
"[14559, 14272, 14034]",33675
"[14559, 14272, 14034]",37830
"[14559, 14272, 14034]",37617
"[14559, 14272, 14034]",28158
"[15451, 15781]",35766
"[17351, 14190, 14793]",35612
"[14706, 14678, 14132]",37765
"[14561, 15876]",28849
"[14977, 14902]",36075
"[14128, 16036]",38512
"[14785, 14786, 15010]",35765
"[14785, 14786, 15010]",33699
"[14843, 14702, 15316, 15010]",35765
"[14843, 14702, 15316, 15010]",35749
"[14219, 16723]",33609
"[14221, 14235, 15247]",31596
"[15306, 14613, 17218]",35638
"[15306, 14613, 17218]",36075
"[14186, 15781]",35966
"[14018, 14024]",33675
"[14018, 14024]",37617
"[14018, 14024]",32520
"[14018, 14024]",38342
"[14018, 14024]",32967
"[14018, 14024]",37844
"[14294, 14318]",35878
"[15786, 19249]",35854
"[15781, 14399]",35909
"[16588, 20662]",35612
"[14411, 15671]",35612
"[15602, 15603, 19604]",35612
"[14347, 18959, 15536]",37805
"[21692, 15675]",35612
"[14161, 14223]",27921
"[14161, 14223]",38242
"[14161, 14223]",94658
"[14191, 18583]",33609
"[14655, 14187]",33688
"[17584, 14194]",30171
"[17584, 14194]",37617
"[17584, 14194]",28158
"[17584, 14194]",37722
"[17584, 14194]",33593
"[14940, 16846]",36075
"[14940, 14238]",36075
"[16226, 16230, 15033]",35612
"[16226, 16230, 15033]",37570
"[15559, 15620]",35641
"[15559, 15620]",29107
"[14706, 15786]",28780
"[14184, 14254, 14326, 14484]",37805
"[20339, 16182]",28714
"[16588, 15847]",33575
"[16588, 15847]",38928
"[16588, 15847]",33593
"[15101, 14276]",33609
"[14981, 21881]",94658
"[14128, 14313, 14320, 19281, 15240]",35982
"[14128, 14313, 14320, 19281, 15240]",30494
"[14128, 14313, 14320, 19281, 15240]",35650
"[14935, 15914, 14297]",37722
"[18756, 14662]",36478
"[14709, 20685]",29107
"[15414, 17743]",28465
"[14133, 16690]",36035
"[15027, 19604]",35612
"[19603, 15613]",35612
"[15576, 15829]",31783
"[15576, 15829]",27248
"[15576, 15829]",39885
"[15576, 15829]",32477
"[15576, 15829]",28780
"[15576, 15829]",31245
"[15576, 15829]",28547
"[15306, 14511, 15816]",33609
"[15306, 14511, 15816]",36075
"[16588, 14506]",33575
"[16588, 14506]",33658
"[16588, 14506]",33593
"[14128, 14678]",84087
"[14190, 20274, 14231, 16517]",28849
"[15078, 14219]",36075
"[14758, 14413]",35612
"[14954, 14194, 15521]",36691
"[14945, 14206]",29646
"[14127, 14973]",39600
"[14127, 14973]",95019
"[14128, 14054, 15270, 14726, 14108]",35682
"[15477, 14690]",35761
"[14792, 14408]",35612
"[14054, 20662, 20247]",37558
"[20037, 15786]",36217
"[14559, 14235]",36270
"[15119, 14975, 14320, 15576]",28552
"[14131, 15786, 21641]",35916
"[14787, 14265]",35612
"[14410, 15642]",38437
"[14190, 14231]",28714
"[14190, 14231]",30661
"[16226, 21202]",35612
"[14934, 21617, 16036]",31493
"[19604, 17358]",35612
"[19135, 17195, 20673]",84310
"[19135, 17195, 20673]",32688
"[19135, 17195, 20673]",28780
"[19135, 17195, 20673]",39817
"[19135, 17195, 20673]",32076
"[19135, 17195, 20673]",29296
"[19135, 17195, 20673]",37722
"[19135, 17195, 20673]",31650
"[15344, 14727]",39208
"[15344, 14727]",37992
"[15344, 14727]",84251
"[15344, 14727]",94959
"[15020, 19616]",35612
"[14961, 18583]",35787
"[14596, 14616]",37768
"[15414, 15698]",35612
"[14359, 16036, 14739]",33680
"[15769, 14152]",36035
"[14596, 14061]",37768
"[18583, 21716]",33609
"[14704, 15135]",36040
"[15418, 15097]",33618
"[16226, 18283]",32325
"[16226, 18283]",36123
"[14785, 14702, 14034]",33714
"[15864, 15725]",37743
"[16593, 15786, 14424]",36644
"[14599, 15241]",33675
"[14599, 15241]",37888
"[14739, 21381]",35638
"[19605, 20159]",30494
"[18098, 17991, 19603, 19604, 19614, 19615, 19616, 19608]",35612
"[18098, 17991, 19603, 19604, 19614, 19615, 19616, 19608]",31116
"[18098, 17991, 19603, 19604, 19614, 19615, 19616, 19608]",33653
"[14129, 17124]",28745
"[14129, 17124]",33025
"[14129, 17124]",32978
"[14129, 17124]",33027
"[14129, 17124]",28764
"[14129, 17124]",29182
"[14737, 14275, 14792, 21196]",35612
"[15654, 21079]",35612
"[14237, 20260]",37236
"[14131, 15786, 19566]",35761
"[14131, 15786, 19566]",33575
"[14131, 15786, 19566]",36286
"[14131, 15786, 19566]",36138
"[14131, 15786, 19566]",36242
"[14131, 15786, 19566]",35693
"[14131, 15786, 19566]",33598
"[16588, 15840, 14961]",36766
"[14877, 14072, 15786]",27921
"[14877, 14072, 15786]",36492
"[14877, 14072, 15786]",28780
"[14877, 14072, 15786]",94658
"[14877, 14072, 15786]",31245
"[14877, 14072, 15786]",37722
"[14877, 14072, 15786]",28547
"[14877, 14072, 15786]",28313
"[14610, 14872]",94658
"[18583, 14656]",36147
"[14128, 16281, 15179]",38038
"[14954, 17598]",36104
"[14376, 15668]",35966
"[18433, 18442]",39024
"[19604, 14462]",35612
"[14789, 14780, 21079]",28465
"[15205, 21692]",35612
"[15594, 19603]",35612
"[15594, 19603]",33077
"[15594, 19603]",35650
"[19614, 15698]",35612
"[14182, 14295]",36075
"[15095, 15450, 14980, 14986]",39828
"[14052, 14141, 14656]",35641
"[15084, 14061]",33703
"[15084, 14061]",36531
"[15084, 14061]",94889
"[15084, 14061]",35873
"[15084, 14061]",37732
"[15856, 14656]",36691
"[15271, 15134, 14412]",35612
"[14836, 14944, 14297]",36035
"[15126, 14424]",32688
"[15855, 14061, 14212, 14030, 14251, 14996, 16375]",29345
"[14685, 14598]",27248
"[14685, 14598]",39885
"[14685, 14598]",35652
"[14685, 14598]",31245
"[14685, 14598]",37722
"[14685, 14598]",27407
"[14685, 14598]",31710
"[14685, 14598]",28547
"[14182, 15104, 14258]",38121
"[15104, 14238, 14249]",83897
"[15104, 14238, 14249]",37766
"[14783, 15532, 17214]",36075
"[17398, 18739]",36380
"[14973, 14281]",39600
"[14739, 15693]",35761
"[14739, 15693]",33658
"[14247, 15473, 14286]",38024
"[16256, 14405]",35612
"[17584, 14251]",35749
"[14848, 15579]",33675
"[21043, 19604]",35612
"[14940, 14156, 14212, 14709, 14278, 14511, 14610]",29107
"[16842, 15455]",28780
"[16842, 15455]",29296
"[16842, 15455]",28396
"[16842, 15455]",35693
"[14736, 14190, 15550]",35612
"[15597, 15263]",28465
"[14937, 15693]",37604
